Plant_ID,Date,Month,Recorder,Height_cm,Leaf_number,canopy_x,canopy_y,Quadrant,Notes,Entry_Notes
A6.STIPUL.1,2023-03-15,March,LM,4.5,5,4.25,1.50,TR,,
A6.AVEBAR.1,2023-03-15,March,LM,14,18,25.00,14.00,BL,not sure about quadrant,
A6.BRODIA.1,2023-03-15,March,LM,13.5,27,21.50,16.50,BR,,
A6.BROHOR.1,2023-03-15,March,LM,6.5,19,10.50,12.00,TL,,
A6.CORFIL.1,2023-03-15,March,LM,3,8,6.00,4.00,C,,
A6.BROMAD.1,2023-03-15,March,LM,4.5,28,10.00,5.50,BL,,
A6.CALMEN.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
A6.MICCAL.1,2023-03-15,March,LM,4,63,3.25,3.50,TL,,
A7.CENMEL.1,2023-03-15,March,LM,5.5,10,13.00,10.75,TL,,
A7.ESCCAL.1,2023-03-15,March,LM,6.25,11,7.50,7.50,C,,
A7.STIPUL.1,2023-03-15,March,LM,4.5,8,5.50,3.00,TL,,
A7.AVEBAR.1,2023-03-15,March,LM,8.5,48,33.00,26.00,BL,swith to BL plant,
A7.BRODIA.1,2023-03-15,March,LM,12,36,35.00,28.00,BL,,
A7.BROHOR.1,2023-03-15,March,LM,8.25,20,13.00,12.00,BL,,
A7.CORFIL.1,2023-03-15,March,LM,1,5,5.25,4.75,C,,
A7.BROMAD.1,2023-03-15,March,LM,5.5,13,5.50,5.25,TL,,
A7.CALMEN.1,2023-03-15,March,LM,3.5,27,13.00,9.00,BL,,
A7.MICCAL.1,2023-03-15,March,LM,7,158,5.50,5.50,C,,
A8.LUPBIC.1,2023-03-15,March,LM,3.5,15,5.75,5.50,BR,,
A8.EROBOT.1,NA,NA,NA,NA,NA,NA,NA,NA,skip - new germ at top,
A8.MICCAL.1,2023-03-15,March,LM,5.5,53,2.50,3.00,TR,,
A8.ELYCAP.1,2023-03-15,March,LM,4.5,20,11.50,10.50,BR,,
A8.CLAPUR.1,2023-03-15,March,LM,4,82,9.50,7.00,TR,,
A8.HOLVIR.1,2023-03-15,March,LM,1.5,6,4.00,1.75,TL,,
A8.PLAERE.1,2023-03-15,March,LM,6.5,17,6.00,5.50,C,,
A8.TRIHIR.1,2023-03-15,March,LM,3,17,6.25,9.25,TR,,
A8.AVEBAR.1,2023-03-15,March,LM,6.75,60,31.00,28.00,NA,moved to different plant,
A8.BROHOR.1,2023-03-15,March,LM,8.5,26,13.50,9.00,TL,,
A8.BRODIA.1,2023-03-15,March,LM,4.25,29,10.25,6.75,TR,,
A8.BROMAD.1,2023-03-15,March,LM,4,10,7.00,6.00,BR,,
B1.MADGRA.1,2023-03-15,March,LM,14.5,50,29.00,25.00,BL,,
B1.LUPBIC.1,2023-03-15,March,LM,4.25,14,5.50,5.00,C,,
B1.EROBOT.1,2023-03-15,March,LM,4.75,7,6.00,4.50,BR,,
B1.AVEBAR.1,2023-03-15,March,LM,13.5,56,42.50,47.00,BR,,
B1.GERDIS.1,2023-03-15,March,LM,5,8,7.50,7.50,C,,
B1.VICSAT.1,2023-03-15,March,LM,8,24,19.50,19.50,C,,
B1.TRIHIR.1,NA,NA,NA,NA,NA,NA,NA,NA,skip - new germ bottom left,
B1.TORARV.1,2023-03-15,March,LM,4.5,5,7.00,4.00,B. Center,,
B1.CLAPUR.1,2023-03-15,March,LM,6.5,63,10.50,10.00,C.Right,,
B1.DAUPUS.1,2023-03-15,March,LM,3,5,4.75,3.00,BR,,
B1.BRODIA.1,2023-03-15,March,LM,8,47,16.00,24.25,BR,,
B1.BROHOR.1,2023-03-15,March,LM,5,46,15.00,13.00,BL,,
B2.LUPBIC.1,2023-03-15,March,LM,6,21,10.00,8.25,BR,,
B2.EROBOT.1,2023-03-15,March,LM,5,18,18.50,15.75,NA,new luphic germ near,
B2.MICCAL.1,2023-03-15,March,LM,4.25,205,9.75,6.25,BR,,
B2.ELYCAP.1,2023-03-15,March,LM,6,101,30.00,18.00,BR,,
B2.CLAPUR.1,2023-03-15,March,LM,12,60,10.75,11.00,BC,,
B2.HOLVIR.1,2023-03-15,March,LM,3,12,8.50,6.00,BR,,
B2.PLAERE.1,2023-03-15,March,LM,4.75,13,5.50,4.50,BL,,
B2.TRIHIR.1,2023-03-15,March,LM,5.5,17,12.25,11.50,BR,,
B2.AVEBAR.1,2023-03-15,March,LM,12.25,57,56.00,53.00,C,,
B2.BROHOR.1,2023-03-15,March,LM,7.5,28,17.50,15.00,BR,,
B2.BRODIA.1,2023-03-15,March,LM,6,57,17.75,13.00,BL,,
B2.BROMAD.1,2023-03-15,March,LM,5.5,4,3.00,3.00,BL/C,,
B3.EROCIC.1,2023-03-15,March,LM,6.5,13,13.50,16.00,CL,,
B3.CENMEL.1,2023-03-15,March,LM,10.5,16,23.00,25.00,C,,
B3.ESCCAL.1,2023-03-15,March,LM,10,19,27.50,19.00,L,,
B3.STIPUL.1,2023-03-15,March,LM,2.25,11,3.50,3.50,L,,
B3.AVEBAR.1,2023-03-15,March,LM,17,14,28.00,15.00,NA,unsure of ID,
B3.BRODIA.1,2023-03-15,March,LM,22,34,34.00,29.50,L,,
B3.BROHOR.1,2023-03-15,March,LM,6.75,12,5.50,6.25,NA,next to Bromad,
B3.CORFIL.1,2023-03-15,March,LM,6.75,9,8.00,4.50,NA,,
B3.BROMAD.1,2023-03-15,March,LM,12,49,15.75,19.00,CL,,
B3.CALMEN.1,2023-03-15,March,LM,4.5,15,6.00,4.00,NA,in bud,
B3.MICCAL.1,2023-03-15,March,LM,6,103,4.75,4.50,L,,
B4.DANCAL.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
B4.ACMPAR.1,NA,NA,NA,NA,NA,NA,NA,,skip,
B4.GALPAR.1,2023-03-15,March,LM,2.25,66,3.75,2.00,TL,,
B4.HYPGLA.1,2023-03-15,March,LM,1.25,18,8.75,7.75,NA,,
B4.DAUPUS.1,2023-03-15,March,LM,1.5,7,7.00,4.00,C,,
B4.AIRCAR.1,2023-03-15,March,LM,3.25,7,1.00,0.75,C/CL,skip - should be there,
B4.SANBIP.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
B4.BRODIA.1,2023-03-15,March,LM,5,61,15.50,14.00,,C/CL,
B4.MADGRA.1,2023-03-15,March,LM,3,21,16.00,16.50,,,
B4.CLAPUR.1,2023-03-15,March,LM,2.25,59,6.50,4.00,TR,,
B4.BROHOR.1,NA,NA,NA,NA,NA,NA,NA,NA,,
B4.ESCCAL.1,2023-03-15,March,LM,3.75,23,16.50,16.25,C,,
B5.LUPBIC.1,2023-03-15,March,LM,5,9,6.50,5.50,TR,,
B5.EROBOT.1,2023-03-15,March,LM,7,20,21.50,19.00,BL,,
B5.MICCAL.1,2023-03-15,March,LM,5.5,147,10.50,8.00,TR,,
B5.ELYCAP.1,2023-03-15,March,LM,5,80,19.00,19.00,C,,
B5.CLAPUR.1,2023-03-15,March,LM,15,94,14.50,10.00,,,
B5.HOLVIR.1,2023-03-15,March,LM,NA,NA,NA,NA,NA,skip - should be there,
B5.PLAERE.1,2023-03-15,March,LM,6,38,9.00,9.75,C,,
B5.TRIHIR.1,2023-03-15,March,LM,5,12,8.50,8.00,C,,
B5.AVEBAR.1,2023-03-15,March,LM,8,82,40.00,29.50,,,
B5.BROHOR.1,2023-03-15,March,LM,4.25,11,6.75,7.25,,,
B5.BRODIA.1,2023-03-15,March,LM,16.75,67,20.25,16.50,,,
B5.BROMAD.1,2023-03-15,March,LM,3.5,19,8.00,7.50,,,
B6.EROCIC.1,2023-03-15,March,LM,4.25,29,24.50,20.50,,in bud,
B6.CENMEL.1,2023-03-15,March,LM,9.25,13,20.00,18.00,,,
B6.ESCCAL.1,2023-03-15,March,LM,5.5,17,13.50,11.50,C,,
B6.STIPUL.1,2023-03-15,March,LM,5,6,3.00,2.50,C,,
B6.AVEBAR.1,2023-03-15,March,LM,9,20,28.00,14.50,,no sure about ID,
B6.BRODIA.1,2023-03-15,March,LM,18,18,23.00,14.00,,,
B6.BROHOR.1,2023-03-15,March,LM,5,28,19.00,17.75,BL,,
B6.CORFIL.1,2023-03-15,March,LM,2.5,5,3.50,1.50,TR,,
B6.BROMAD.1,2023-03-15,March,LM,5.25,48,15.25,12.00,BL,,
B6.CALMEN.1,2023-03-15,March,LM,1,9,1.50,1.50,C,in bud,
B6.MICCAL.1,2023-03-15,March,LM,4.75,98,4.50,4.00,C,,
B7.MADGRA.1,2023-03-15,March,LM,9.5,17,24.50,19.00,,,
B7.LUPBIC.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
B7.EROBOT.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
B7.AVEBAR.1-B1,NA,NA,NA,NA,NA,NA,NA,NA,skip - should be there - wrong ID,
B7.GERDIS.1,2023-03-15,March,LM,6.5,8,17.00,14.25,,BR,
B7.VICSAT.1,2023-03-15,March,LM,7,17,16.00,12.00,,herbivory?,
B7.TRIHIR.1,2023-03-15,March,LM,1,1,1.00,1.00,,,
B7.TORARV.1,2023-03-15,March,LM,4,4,8.00,7.00,,BL,
B7.CLAPUR.1,2023-03-15,March,LM,4.75,169,14.50,15.00,,TR,
B7.BRODIA.1,2023-03-15,March,LM,9,60,22.00,21.50,,BL,
B7.DAUPUS.1,2023-03-15,March,LM,4,5,8.50,5.50,,C,
B7.BROHOR.1,2023-03-15,March,LM,4.5,24,15.00,10.00,,C,
B8.ESCCAL.1,2023-03-15,March,LM,2.75,14,4.00,3.25,TR,,
B8.PHATAN.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
B8.EROCIC.1,2023-03-15,March,LM,4,12,19.00,16.00,TR,,
B8.BROMAD.1,2023-03-15,March,LM,6,13,13.00,5.50,C,,
B8.BRODIA.1,2023-03-15,March,LM,8,32,15.00,12.00,C,,
B8.BROARE.1,2023-03-15,March,LM,17.5,9,8.50,8.00,C,,
B8.CAUCOU.1,2023-03-15,March,LM,1,4,1.75,1.50,C,,
B8.AVEBAR.1,2023-03-15,March,LM,9.5,52,27.50,22.50,L,,
B8.LUPMIC.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
B8.MIRMUL.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
B8.AMSMEN.1,2023-03-15,March,LM,7.5,16,11.50,11.00,C,,
B8.LUPSUC.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
C1.LUPBIC.1,2023-03-15,March,LM,2.25,6,3.00,2.75,BR,new germ nearby,
C1.EROBOT.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
C1.MICCAL.1,2023-03-15,March,LM,3.5,77,9.00,6.00,TR,,
C1.ELYCAP.1,2023-03-15,March,LM,4.5,39,10.00,11.00,TR,,
C1.CLAPUR.1,2023-03-15,March,LM,11.5,122,11.50,9.50,BR,,
C1.HOLVIR.1,2023-03-15,March,LM,2,8,7.00,4.00,BR,,
C1.PLAERE.1,2023-03-15,March,LM,6.5,19,8.25,7.75,BR,,
C1.TRIHIR.1,2023-03-15,March,LM,3,6,3.50,2.25,BR,,
C1.AVEBAR.1,2023-03-15,March,LM,9,25,21.00,32.00,BL,,
C1.BROHOR.1,2023-03-15,March,LM,4,29,9.50,6.50,BL,,
C1.BRODIA.1,2023-03-15,March,LM,7,46,15.50,12.50,TR,,
C1.BROMAD.1,2023-03-15,March,LM,3,28,8.00,7.50,BL,,
C2.EROCIC.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
C2.CENMEL.1,2023-03-15,March,LM,12.5,11,17.50,24.50,TR,,
C2.ESCCAL.1,2023-03-15,March,LM,9,15,13.70,12.50,BL,,
C2.STIPUL.1,2023-03-15,March,LM,6.5,9,7.00,3.50,TR,,
C2.AVEBAR.1,2023-03-15,March,LM,19.5,35,54.00,42.50,BL,,
C2.BRODIA.1,2023-03-15,March,LM,20,57,34.00,18.50,BR,,
C2.BROHOR.1,2023-03-15,March,LM,6.5,11,5.00,6.00,BL,,
C2.CORFIL.1,2023-03-15,March,LM,4.5,10,8.50,6.50,TR,,
C2.BROMAD.1,2023-03-15,March,LM,11.5,10,12.50,6.00,BL,,
C2.CALMEN.1,2023-03-15,March,LM,1,8,1.00,0.75,BL,in bud,
C2.MICCAL.1,2023-03-15,March,LM,5.5,23,3.50,2.50,BL,,
C3.DANCAL.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
C3.ACMPAR.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
C3.GALPAR.1,2023-03-15,March,LM,1,44,1.75,1.50,BR,,
C3.BROHOR.1,2023-03-15,March,LM,2.5,42,9.50,7.50,BR,,
C3.HYPGLA.1,2023-03-15,March,LM,0.75,9,5.50,3.75,TR,,
C3.DAUPUS.1-C8,2023-03-15,March,LM,2.25,2,3.00,1.00,C,,
C3.AIRCAR.1,2023-03-15,March,LM,2.25,4,1.50,0.50,BR,,
C3.SANBIP.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
C3.BRODIA.1,2023-03-15,March,LM,6.5,98,22.00,19.00,TL,,
C3.MADGRA.1,2023-03-15,March,LM,2.5,18,15.00,14.25,TR,,
C3.CLAPUR.1,2023-03-15,March,LM,1.5,64,5.50,3.50,TL,,
C3.ESCCAL.1,2023-03-15,March,LM,5,12,11.50,13.00,BL,,
C4.MADGRA.1,2023-03-15,March,LM,12.5,33,28.50,27.50,TR,,
C4.LUPBIC.1,2023-03-15,March,LM,3.25,6,5.00,3.75,TL,,
C4.EROBOT.1,2023-03-15,March,LM,NA,NA,NA,NA,,skip,
C4.AVEBAR.1,2023-03-15,March,LM,7,78,26.00,23.00,BR,,
C4.GERDIS.1,2023-03-15,March,LM,5.5,8,15.50,10.50,BL,,
C4.VICSAT.1,2023-03-15,March,LM,9.5,30,30.00,9.75,TR,,
C4.TRIHIR.1,2023-03-15,March,LM,7,8,5.75,4.00,C,,
C4.TORARV.1,2023-03-15,March,LM,5,7,11.00,12.20,BL,,
C4.CLAPUR.1,2023-03-15,March,LM,6.5,52,9.00,6.00,TL,,
C4.BRODIA.1,2023-03-15,March,LM,7.5,56,20.00,18.50,TR,,
C4.DAUPUS.1,2023-03-15,March,LM,2,6,5.50,5.25,BR,,
C4.BROHOR.1,2023-03-15,March,LM,4,30,14.50,9.50,TL,,
C5.MADGRA.1,2023-03-16,March,LM,14.5,49,26.00,25.50,C,,
C5.LUPBIC.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
C5.EROBOT.1,2023-03-16,March,LM,4.5,14,26.75,18.00,TR,,
C5.AVEBAR.1,NA,NA,NA,NA,NA,NA,NA,NA,skip - Not sure about ID - go back-> BRODIA,
C5.GERDIS.1,2023-03-16,March,LM,5,11,13.00,12.50,CR,,
C5.VICSAT.1,2023-03-16,March,LM,7.25,27,18.00,14.00,BR,,
C5.TRIHIR.1,2023-03-16,March,LM,2.25,3,4.00,2.00,C,,
C5.TORARV.1,2023-03-16,March,LM,3.75,4,3.25,2.25,TR,,
C5.CLAPUR.1,2023-03-16,March,LM,5.75,39,5.00,4.00,TR,,
C5.BRODIA.1,2023-03-16,March,LM,11,64,24.00,25.50,TR,,
C5.DAUPUS.1,2023-03-16,March,LM,1.25,5,4.00,2.75,BL,,
C5.BROHOR.1,2023-03-16,March,LM,3.5,21,10.50,11.00,BL,,
C6.PHATAN.1,2023-03-16,March,LM,11,6,23.00,16.50,TR,,
C6.EROCIC.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
C6.BROMAD.1,2023-03-16,March,LM,3.5,20,10.00,8.00,C,,
C6.BRODIA.1,2023-03-16,March,LM,6,39,18.50,19.50,BL,,
C6.ESCCAL.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
C6.BROARE.1,2023-03-16,March,LM,17.5,12,25.50,6.00,TC,,
C6.CAUCOU.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
C6.AVEBAR.1,2023-03-16,March,LM,6.75,73,22.50,24.50,BL,,
C6.LUPMIC.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
C6.MIRMUL.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
C6.AMSMEN.1,2023-03-16,March,LM,8,18,13.00,12.25,,,
C6.LUPSUC.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
C7.PHATAN.1,2023-03-16,March,LM,2,4,3.75,3.00,C,,
C7.EROCIC.1,2023-03-16,March,LM,2.25,6,4.00,3.25,BR,,
C7.BROMAD.1,2023-03-16,March,LM,5.75,11,13.75,9.00,C,,
C7.BRODIA.1,2023-03-16,March,LM,9,37,22.00,18.50,C,,
C7.ESCCAL.1,2023-03-16,March,LM,5.5,27,25.00,21.50,C,in bud,
C7.BROARE.1,2023-03-16,March,LM,12,11,21.00,10.50,TR,,
C7.CAUCOU.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
C7.AVEBAR.1,2023-03-16,March,LM,9,43,24.00,24.50,C,,
C7.LUPMIC.1,2023-03-16,March,LM,6.5,8,11.50,9.00,CB,,
C7.MIRMUL.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
C7.AMSMEN.1,2023-03-16,March,LM,5.5,12,9.00,9.00,CB,,
C7.LUPSUC.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
C8.DANCAL.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
C8.ACMPAR.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
C8.GALPAR.1,2023-03-16,March,LM,1,12,0.75,1.00,C,,
C8.BROHOR.1,2023-03-16,March,LM,3.25,28,6.50,7.50,TL,,
C8.HYPGLA.1,2023-03-16,March,LM,0.75,14,9.50,7.50,TL,,
C8.DAUPUS.1,2023-03-16,March,LM,1,9,7.00,6.75,TL,,
C8.AIRCAR.1,2023-03-16,March,LM,2,11,4.25,2.00,TC,,
C8.SANBIP.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
C8.BRODIA.1,2023-03-16,March,LM,6.5,62,18.00,18.00,CR,,
C8.MADGRA.1,2023-03-16,March,LM,3.5,15,18.00,16.00,C,,
C8.CLAPUR.1,2023-03-16,March,LM,2.25,52,5.00,5.00,TR,,
C8.ESCCAL.1,2023-03-16,March,LM,1.5,10,4.50,5.50,BL,,
D1.DANCAL.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
D1.ACMPAR.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
D1.GALPAR.1,2023-03-17,March,NA,0.7,40,1.75,1.25,BL,,
D1.BROHOR.1,2023-03-17,March,NA,2.25,22,8.50,6.75,TL,,
D1.HYPGLA.1,2023-03-17,March,NA,2,15,9.75,8.25,BR,,
D1.DAUPUS.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
D1.AIRCAR.1,2023-03-17,March,NA,1.25,30,4.25,3.50,C,,
D1.SANBIP.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
D1.BRODIA.1,2023-03-17,March,NA,3.75,60,12.00,13.25,BL,,
D1.MADGRA.1,2023-03-17,March,NA,2.25,30,12.75,9.75,BR,,
D1.CLAPUR.1,2023-03-17,March,NA,3,109,9.25,3.50,BL,,
D1.ESCCAL.1,2023-03-17,March,NA,2,13,5.50,6.00,TC,,
D2.MADGRA.1,2023-03-17,March,NA,10,20,23.75,17.50,CR,,
D2.LUPBIC.1,2023-03-17,March,NA,1.5,4,2.75,2.50,CR,,
D2.EROBOT.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
D2.AVEBAR.1,2023-03-17,March,NA,6.5,25,16.00,12.50,BL,,
D2.GERDIS.1,2023-03-17,March,NA,3.5,7,9.75,8.75,BR,,
D2.VICSAT.1,2023-03-17,March,NA,10.5,28,25.00,15.00,TR,,
D2.TRIHIR.1,2023-03-17,March,NA,3.5,15,5.75,4.25,,new germ nearby,
D2.TORARV.1,2023-03-17,March,NA,4,4,3.25,3.50,BL,,
D2.CLAPUR.1,2023-03-17,March,NA,4.5,84,11.75,9.75,BR,,
D2.BRODIA.1,2023-03-17,March,NA,5,52,16.00,14.00,BR,,
D2.DAUPUS.1,2023-03-17,March,NA,1.5,4,7.25,4.00,BL,,
D2.BROHOR.1,2023-03-17,March,NA,6.5,22,7.50,10.75,BL,,
D3.PHATAN.1,2023-03-17,March,NA,3.5,3,3.50,2.00,CB,,
D3.EROCIC.1,2023-03-17,March,NA,5.5,6,5.00,5.25,CR,,
D3.BROMAD.1,2023-03-17,March,NA,6,11,8.25,4.25,BR,,
D3.BRODIA.1,2023-03-17,March,NA,6.5,33,10.00,4.00,C,,
D3.ESCCAL.1,2023-03-17,March,NA,2.75,13,7.50,7.00,,in bud,
D3.BROARE.1,2023-03-17,March,NA,20,10,17.50,11.50,,..?? In flower,
D3.CAUCOU.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
D3.AVEBAR.1,2023-03-17,March,NA,6.5,33,15.00,10.75,CR,,
D3.LUPMIC.1,2023-03-17,March,NA,0.75,0,1.50,1.00,,amend with master …?,
D3.MIRMUL.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
D3.AMSMEN.1,2023-03-17,March,NA,6.5,11,7.25,9.25,CR,,
D3.LUPSUC.1,NA,NA,NA,NA,NA,NA,NA,NA,,
D4.LUPBIC.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
D4.EROBOT.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
D4.MICCAL.1,2023-03-17,March,NA,4,138,5.50,5.50,C,,
D4.ELYCAP.1,2023-03-17,March,NA,4.7,30,11.00,10.00,TR,,
D4.CLAPUR.1,2023-03-17,March,NA,4.5,65,4.50,3.50,BC,,
D4.HOLVIR.1,2023-03-17,March,NA,4.5,18,16.25,13.70,TR,,
D4.PLAERE.1,2023-03-17,March,NA,4.5,19,6.00,4.50,C,,
D4.TRIHIR.1,2023-03-17,March,NA,2.75,15,0.50,6.50,C,,
D4.AVEBAR.1,2023-03-17,March,NA,10,50,24.00,23.50,,moved toothpick,
D4.BROHOR.1,2023-03-17,March,NA,4,30,11.00,9.75,BR,,
D4.BRODIA.1,2023-03-17,March,NA,3.5,34,10.50,9.00,TR,,
D4.BROMAD.1,2023-03-17,March,NA,4.5,13,9.00,6.50,BL,,
D5.PHATAN.1,2023-03-17,March,NA,2.5,5,7.75,6.25,BC,,
D5.EROCIC.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
D5.BROMAD.1,2023-03-17,March,NA,7,12,4.00,4.00,BC,,
D5.BRODIA.1,2023-03-17,March,NA,7,12,10.25,11.00,BL,,
D5.ESCCAL.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
D5.BROARE.1,2023-03-17,March,NA,16.5,8,22.50,12.00,TL,amend with master sheet,
D5.CAUCOU.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
D5.AVEBAR.1,NA,NA,NA,NA,NA,NA,NA,NA,moved toothpick to another plant -> measure?,
D5.LUPMIC.1,2023-03-17,March,NA,8,7,11.00,12.50,,,
D5.MIRMUL.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
D5.AMSMEN.1,2023-03-17,March,NA,7.25,15,13.50,10.00,BR,,
D5.LUPSUC.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
D6.MADGRA.1,2023-03-17,March,NA,14,24,13.25,16.00,BL,,
D6.LUPBIC.1,2023-03-17,March,NA,3.25,5,2.50,2.00,BL,,
D6.EROBOT.1,2023-03-17,March,NA,4.25,18,21.75,16.00,BL,,
D6.AVEBAR.1,2023-03-17,March,NA,7,49,20.00,27.00,,moved toothpick to #3 C,
D6.GERDIS.1,2023-03-17,March,NA,5.5,8,9.50,8.50,BC,,
D6.VICSAT.1,2023-03-17,March,NA,11.25,22,14.50,16.25,BL,,
D6.TRIHIR.1,2023-03-17,March,NA,3.25,4,3.25,1.75,C,,
D6.TORARV.1,2023-03-17,March,NA,3.75,5,5.25,5.25,CL,,
D6.CLAPUR.1,2023-03-17,March,NA,3.5,90,8.00,6.50,BL,,
D6.BRODIA.1,2023-03-17,March,NA,7.5,33,15.50,14.50,BL,,
D6.DAUPUS.1,2023-03-17,March,NA,2.5,3,3.50,2.00,BL,,
D6.BROHOR.1,2023-03-17,March,NA,4,27,10.00,11.50,TR,,
D7.EROCIC.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
D7.CENMEL.1,2023-03-17,March,NA,4,11,7.75,7.50,TR,,
D7.ESCCAL.1,2023-03-17,March,NA,5.5,13,11.00,9.50,TR,,
D7.STIPUL.1,2023-03-17,March,NA,2.5,7,3.50,2.25,C,,
D7.AVEBAR.1,2023-03-17,March,NA,12.5,9,11.50,11.75,TL,not sure ID,
D7.BRODIA.1,2023-03-17,March,NA,13,15,16.50,14.75,BL,,
D7.BROHOR.1,2023-03-17,March,NA,6,15,10.25,6.75,C,,
D7.CORFIL.1,2023-03-17,March,NA,2.75,6,5.25,3.00,BR,,
D7.BROMAD.1,2023-03-17,March,NA,5,9,6.00,4.50,TL,,
D7.CALMEN.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
D7.MICCAL.1,2023-03-17,March,NA,4.5,102,4.00,3.50,TR,,
D8.EROCIC.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
D8.CENMEL.1,2023-03-17,March,NA,3.5,7,9.25,6.00,TL,,
D8.ESCCAL.1,2023-03-17,March,NA,4.5,11,15.00,14.00,BL,,
D8.STIPUL.1,2023-03-17,March,NA,2.5,4,8.50,2.25,TL,,
D8.AVEBAR.1,2023-03-17,March,NA,16,9,25.00,20.00,BL,not sure about ID,
D8.BRODIA.1,2023-03-17,March,NA,13,22,24.00,16.50,BR,,
D8.BROHOR.1,2023-03-17,March,NA,6,9,9.00,8.00,BC,,
D8.CORFIL.1,2023-03-17,March,NA,3,5,3.75,2.75,C,,
D8.BROMAD.1,2023-03-17,March,NA,7,8,8.75,7.00,BR,,
D8.CALMEN.1,2023-03-17,March,NA,5,94,18.00,14.00,TC,in flower!!,
D8.MICCAL.1,2023-03-17,March,NA,4.25,95,3.75,3.50,C,,
E1.DANCAL.1,NA,NA,NA,NA,NA,NA,NA,NA,,
E1.ACMPAR.1,NA,NA,NA,NA,NA,NA,NA,NA,,
E1.GALPAR.1,2023-03-18,March,NA,1.25,64,3.00,2.00,C,,
E1.BROHOR.1,2023-03-18,March,NA,3,44,13.00,9.00,TC,,
E1.HYPGLA.1,2023-03-18,March,NA,1,8,7.00,3.50,BL,,
E1.DAUPUS.1,2023-03-18,March,NA,1,7,5.50,5.50,BC,,
E1.AIRCAR.1,2023-03-18,March,NA,2,11,3.00,1.75,BL,,
E1.SANBIP.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
E1.BRODIA.1,2023-03-18,March,NA,3.5,65,12.00,12.00,TR,,
E1.MADGRA.1,2023-03-18,March,NA,3,11,7.50,7.00,CL,,
E1.CLAPUR.1,2023-03-18,March,NA,2.25,94,5.75,5.00,CR,,
E1.ESCCAL.1,2023-03-18,March,NA,2.5,9,5.25,6.00,BR,,
E2.PHATAN.1A,2023-03-18,March,NA,,,,,,,
E2.PHATAN.1B,NA,NA,NA,NA,NA,NA,NA,NA,,
E2.EROCIC.1,2023-03-18,March,NA,1.75,5,3.25,2.25,CR,,
E2.BROMAD.1,2023-03-18,March,NA,3.75,31,14.50,9.75,CL,2 blue ??,
E2.BRODIA.1,2023-03-18,March,NA,5.5,28,11.50,9.75,BL,,
E2.ESCCAL.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
E2.BROARE.1,2023-03-18,March,NA,16,7,10.50,9.00,CR,amment w/ master sheet,
E2.CAUCOU.1,NA,NA,NA,NA,NA,NA,NA,NA,skip,
E2.AVEBAR.1,2023-03-18,March,NA,6,52,23.75,17.75,BL,moved to BROARE #1,
E2.LUPMIC.1,2023-03-18,March,NA,7,8,12.50,11.75,CR,new germ TL,
