sample,total.leaf.area,Date,Plant_ID,Sp_Code,Plot
G5TRIHIR1_20230509,6.619,2023-05-09,G5.TRIHIR.1,TRIHIR,G5
G8TRIHIR1_20230509,6.372,2023-05-09,G8.TRIHIR.1,TRIHIR,G8
H4TRIHIR1_20230509,5.035,2023-05-09,H4.TRIHIR.1,TRIHIR,H4
H7TRIHIR2_20230509,4.879,2023-05-09,H7.TRIHIR.2,TRIHIR,H7
J1TRIHIR2_20230509,8.271,2023-05-09,J1.TRIHIR.2,TRIHIR,J1
J6TRIHIR2_20230509,5.003,2023-05-09,J6.TRIHIR.2,TRIHIR,J6
A3VICSAT2_20230422,16.052,2023-04-22,A3.VICSAT.2,VICSAT,A3
B1VICSAT2_20230422,23.333,2023-04-22,B1.VICSAT.2,VICSAT,B1
B7VICSAT2_20230422,17.213,2023-04-22,B7.VICSAT.2,VICSAT,B7
C4VICSAT2_20230423,21.161,2023-04-23,C4.VICSAT.2,VICSAT,C4
C5VICSAT2_20230423,11.229,2023-04-23,C5.VICSAT.2,VICSAT,C5
D2VICSAT2_20230423,13.903,2023-04-23,D2.VICSAT.2,VICSAT,D2
D6VICSAT2_20230423,8.937,2023-04-23,D6.VICSAT.2,VICSAT,D6
E8VICSAT2_20230423,10.338,2023-04-23,E8.VICSAT.2,VICSAT,E8
F3VICSAT2_20230422,11.665,2023-04-22,F3.VICSAT.2,VICSAT,F3
F8VICSAT2_20230422,8.126,2023-04-22,F8.VICSAT.2,VICSAT,F8
G1VICSAT2_20230422,8.893,2023-04-22,G1.VICSAT.2,VICSAT,G1
H5VICSAT2_20230423,12.544,2023-04-23,H5.VICSAT.2,VICSAT,H5
I1VICSAT2_20230423,18.501,2023-04-23,I1.VICSAT.2,VICSAT,I1
I4VICSAT2_20230423,13.719,2023-04-23,I4.VICSAT.2,VICSAT,I4
J1VICSAT2_20230423,11.392,2023-04-23,J1.VICSAT.2,VICSAT,J1
A1GALPAR2_20230426,0.095,2023-04-26,A1.GALPAR.2,GALPAR,A1
B4GALPAR2_20230428,0.124,2023-04-28,B4.GALPAR.2,GALPAR,B4
C3GALPAR2_20230426,0.071,2023-04-26,C3.GALPAR.2,GALPAR,C3
C8GALPAR2_20230426,0.063,2023-04-26,C8.GALPAR.2,GALPAR,C8
D1GALPAR2_20230426,0.122,2023-04-26,D1.GALPAR.2,GALPAR,D1
E1GALPAR2_20230426,0.051,2023-04-26,E1.GALPAR.2,GALPAR,E1
E3GALPAR2_20230426,0.068,2023-04-26,E3.GALPAR.2,GALPAR,E3
F1GALPAR2_20230426,0.039,2023-04-26,F1.GALPAR.2,GALPAR,F1
G6GALPAR2_20230426,0.073,2023-04-26,G6.GALPAR.2,GALPAR,G6
G7GALPAR2_20230426,0.052,2023-04-26,G7.GALPAR.2,GALPAR,G7
H2GALPAR2_20230426,0.054,2023-04-26,H2.GALPAR.2,GALPAR,H2
H6GALPAR2_20230426,0.068,2023-04-26,H6.GALPAR.2,GALPAR,H6
I5GALPAR2_20230426,0.046,2023-04-26,I5.GALPAR.2,GALPAR,I5
I6GALPAR2_20230426,0.064,2023-04-26,I6.GALPAR.2,GALPAR,I6
I8GALPAR2,0.052,NA,I8.GALPAR.2,GALPAR,I8
J2GALPAR2_20230426,0.107,2023-04-26,J2.GALPAR.2,GALPAR,J2
A5HOLVIR1_20230903,0.03,2023-09-03,A5.HOLVIR.1,HOLVIR,A5
A8HOLVIR1_20230903,0.03,2023-09-03,A8.HOLVIR.1,HOLVIR,A8
B2HOLVIR2_20230903,0.054,2023-09-03,B2.HOLVIR.2,HOLVIR,B2
B5HOLVIR2_20230903,0.023,2023-09-03,B5.HOLVIR.2,HOLVIR,B5
C1HOLVIR2_20230903,0.015,2023-09-03,C1.HOLVIR.2,HOLVIR,C1
D4HOLVIR2_20230903,0.035,2023-09-03,D4.HOLVIR.2,HOLVIR,D4
G2HOLVIR2_20230903,0.019,2023-09-03,G2.HOLVIR.2,HOLVIR,G2
G5HOLVIR2_20230903,0.039,2023-09-03,G5.HOLVIR.2,HOLVIR,G5
H4HOLVIR1_20230903,0.015,2023-09-03,H4.HOLVIR.1,HOLVIR,H4
H7HOLVIR1_20230903,0.03,2023-09-03,H7.HOLVIR.1,HOLVIR,H7
I7HOLVIR1_20230903,0.021,2023-09-03,I7.HOLVIR.1,HOLVIR,I7
J3HOLVIR2_20230903,0.021,2023-09-03,J3.HOLVIR.2,HOLVIR,J3
A5MICCAL2_20230427,0.391,2023-04-27,A5.MICCAL.2,MICCAL,A5
A6MICCAL2_20230427,0.765,2023-04-27,A6.MICCAL.2,MICCAL,A6
A8MICCAL2_20230427,0.449,2023-04-27,A8.MICCAL.2,MICCAL,A8
B2MICCAL2_20230427,0.523,2023-04-27,B2.MICCAL.2,MICCAL,B2
B3MICCAL2_20230427,0.677,2023-04-27,B3.MICCAL.2,MICCAL,B3
B5MICCAL2_20230427,0.704,2023-04-27,B5.MICCAL.2,MICCAL,B5
B6MICCAL2_20230427,0.614,2023-04-27,B6.MICCAL.2,MICCAL,B6
C1MICCAL2_20230427,0.46,2023-04-27,C1.MICCAL.2,MICCAL,C1
C2MICCAL2_20230427,0.721,2023-04-27,C2.MICCAL.2,MICCAL,C2
D4MICCAL2_20230427,0.29,2023-04-27,D4.MICCAL.2,MICCAL,D4
D7MICCAL2_20230427,0.473,2023-04-27,D7.MICCAL.2,MICCAL,D7
D8MICCAL2_20230427,0.225,2023-04-27,D8.MICCAL.2,MICCAL,D8
E5MICCAL2_20230427,0.275,2023-04-27,E5.MICCAL.2,MICCAL,E5
E7MICCAL2_20230427,0.684,2023-04-27,E7.MICCAL.2,MICCAL,E7
F4MICCAL2_20230427,0.321,2023-04-27,F4.MICCAL.2,MICCAL,F4
F5MICCAL2_20230427,0.616,2023-04-27,F5.MICCAL.2,MICCAL,F5
F6MICCAL2_20230427,0.459,2023-04-27,F6.MICCAL.2,MICCAL,F6
G2MICCAL2_20230427,0.9,2023-04-27,G2.MICCAL.2,MICCAL,G2
G3MICCAL2_20230427,0.551,2023-04-27,G3.MICCAL.2,MICCAL,G3
G5MICCAL2_20230427,0.633,2023-04-27,G5.MICCAL.2,MICCAL,G5
H1MICCAL2_20230427,0.553,2023-04-27,H1.MICCAL.2,MICCAL,H1
H4MICCAL2_20230427,0.617,2023-04-27,H4.MICCAL.2,MICCAL,H4
H7MICCAL2_20230427,0.496,2023-04-27,H7.MICCAL.2,MICCAL,H7
H8MICCAL2_20230427,0.858,2023-04-27,H8.MICCAL.2,MICCAL,H8
I2MICCAL2_20230427,0.587,2023-04-27,I2.MICCAL.2,MICCAL,I2
I7MICCAL2_20230427,0.588,2023-04-27,I7.MICCAL.2,MICCAL,I7
J3MICCAL2_20230427,0.455,2023-04-27,J3.MICCAL.2,MICCAL,J3
J5MICCAL2_20230427,0.369,2023-04-27,J5.MICCAL.2,MICCAL,J5
J6MICCAL2_20230427,0.341,2023-04-27,J6.MICCAL.2,MICCAL,J6
J8MICCAL2_20230427,0.477,2023-04-27,J8.MICCAL.2,MICCAL,J8
